METER_READING_UNIQUE_ID,CUSTOMER_NUMBER,FACILITY,OPENING_READING,CLOSING_READING,UTILIZED_READING,DISCOUNT_READING,SOURCED_ENERGY,PRODUCT_DESC,METERED_AVAILABLE,QUANTITY_UNIT,CONTRACT_NUMBER,CONTRACT_LINE,BILL_DATE,CONTRACT_CURRENCY,TAX_RULE,PAYMENT_TERMS,CONTRACT_LINE_UNIQUE_ID
1987469815675854342,JAB01,NIG00,0,58483.61,58483.61,0,0,Grid (EMetered),metered,KWH,CONNIG00-2021-00001,1000,2025/06/30,NGN,OVT,30EOM,7113515554809972086
12872972008536017316,NBL01,NIG00,1477423.23,1636822.14,159398.91,0,2567.35,Generator (EMetered) Phase 2,metered,KWH,CONNIG00-2021-00002,10000,2025/06/30,NGN,OVT,60NET,6747506823328654925
14521437390957856440,NBL02,NIG00,11655310.34,12048818.18,393507.84,0,3042.35,Generator (EMetered),metered,KWH,CONNIG00-2023-00003,1000,2025/06/30,NGN,OVT,60NET,4199679004836769487
3445282453743329207,QMM01,MAD00,22509639.58,23417088.35,907448.77,0,0,Metered Energy (EMetered) Expanded PV,metered,KWH,CONMAD00-2023-00001,5000,2025/06/30,USD,EVT,75EOM,18360503658197503916
6962946217425151495,GBL01,GHA00,5054633,5054633,0,0,0,Grid (EMetered),metered,KWH,CONGHA00-2021-00004,2000,2025/06/30,GHS,OVT,60NET,972168954902511209
10219187509416247193,LOI01,KEN00,431033.906,435728.062,4694.156,0,0,Loisaba Camp (EMetered),metered,KWH,CONKEN00-2021-00002,2000,2025/06/30,USD,OVT,30EOM,11449263803432932680
5388488786756915390,GBL01,GHA00,0,107462.24,107462.24,0,0,Grid (EAvailable),N/A,KWH,CONGHA00-2021-00004,1000,2025/06/30,GHS,OVT,60NET,15878909455312904518
1648956418302954887,XFSS,KEN00,612717.41,624816.34,12098.93,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00006,1000,2025/06/30,USD,OVT,30EOM,9319749582577287286
15284279198908898658,XFBV,KEN00,0,139.05,139.05,139.05,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00004,2000,2025/06/30,USD,OVT,30NET,14106280337094806104
1560385651272158068,NBL01,NIG00,0,0,0,0,0,Generator (EAvailable) Phase 1,available,KWH,CONNIG00-2021-00002,7000,2025/06/30,NGN,OVT,60NET,16984048667943844105
11030208515992754376,JAB01,NIG00,0,4947.64,4947.64,0,0,Generator (EMetered),metered,KWH,CONNIG00-2021-00001,2000,2025/06/30,NGN,OVT,30EOM,14453561058337125743
6717966638891351710,MF01,KEN00,232107.344,241214.359,9107.015,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00011,5000,2025/06/30,USD,OVT,30NET,2857029573473698230
17771345643190989554,KAS01,GHA00,0,3048.44,3048.44,0,0,Available Energy (EAvailable) Combined,available,KWH,CONGHA00-2021-00002,2000,2025/06/30,GHS,OVT,30EOM,13961123603684840005
10444384368930436674,MP02,KEN00,1015565.248,1056174.464,40609.216,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2024-00012,5000,2025/06/30,USD,OVT,30NET,9646633319842924172
3128318183694543345,NC03,KEN00,1759421.952,2082989.824,323567.872,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00013,3000,2025/06/30,USD,OVT,30NET,17291507067643283465
12184062676910948908,XFBV,KEN00,343289.97,349989.08,6699.11,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00004,1000,2025/06/30,USD,OVT,30NET,2389964496373503962
8495627137987880133,MIR01,SLL02,577203.264,598780.16,21576.896,0,0,Metered Energy (EMetered),metered,KWH,CONSLL02-2023-00002,1000,2025/06/30,USD,OVT,30NET,11076971414254082480
18198132301930311601,NBL02,NIG00,0,0,0,0,0,Generator (EAvailable),available,KWH,CONNIG00-2023-00003,2000,2025/06/30,NGN,OVT,60NET,16726735991786445971
14458990777324355569,TBM01,KEN00,0,36649.47,36649.47,0,0,Available Energy (EAvailable),available,KWH,CONKEN00-2023-00007,2000,2025/06/30,KES,OVT,30NET,2964225664267180928
125908762250148135,MB01,KEN00,387510.125,440451.938,52941.813,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00009,4000,2025/06/30,USD,OVT,30NET,9458780112386797374
6259063850765849917,JAB01,NIG00,0,80.09,80.09,0,0,Generator (EAvailable),available,KWH,CONNIG00-2021-00001,4000,2025/06/30,NGN,OVT,30EOM,4207416215798479557
14763338631834885585,GC001,CBCH0,4832441,4867410,34969,0,0,Metered Energy (EMetered) - Substation 1,metered,KWH,CONCBCH0-2021-00001,1000,2025/06/30,USD,OVT,30EOM,15814959350884852359
8950549618463417502,QMM01,MAD00,286425.184,474486.432,188061.248,0,0,Early Operating or Test Energy,metered,KWH,CONMAD00-2023-00001,4000,2025/06/30,USD,EVT,75EOM,9408779315254157693
9342891932965415886,JAB01,NIG00,0,946.76,946.76,0,0,Grid (EAvailable),available,KWH,CONNIG00-2021-00001,3000,2025/06/30,NGN,OVT,30EOM,4801201556168808578
1020117486008878227,UTK01,KEN00,5535306.65,5609016.56,73709.91,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00001,1000,2025/06/30,KES,OVT,90EOM,3090623423213026667
1541114277545901236,CAL01,ZIM00,0,2953.55,2953.55,0,0,Green Available Energy (EAvailable),N/A,KWH,CONZIM00-2025-00002,5000,2025/06/30,USD,OVT,30NET,15775571520066285665
8938823876148147127,MP02,KEN00,948667.008,990945.984,42278.976,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/06/30,USD,OVT,30NET,11175964520850387192
13058387337969594771,UTK01,KEN00,0,7388.69,7388.69,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/06/30,KES,OVT,90EOM,7762725140274285350
10540670025914596170,KAS01,GHA00,502896.4,583851.4,80955,0,0,Metered Energy (EMetered) - Phase 2,metered,KWH,CONGHA00-2021-00002,4000,2025/06/30,GHS,OVT,30EOM,12212917838699498756
12171963143536207900,NC02,KEN00,690178.062,707095.5,16917.438,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00010,2000,2025/06/30,USD,OVT,30NET,7911848012608655937
1255847885614327902,MP01,KEN00,637336.448,673677.312,36340.864,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00014,3000,2025/06/30,USD,OVT,30NET,3057432155960052459
14570345733788473403,GC001,CBCH0,0,26577,26577,0,0,Metered Energy (EMetered) - Substation 3,metered,KWH,CONCBCH0-2021-00001,2000,2025/06/30,USD,OVT,30EOM,9426285416093580559
8645064022791868887,MB01,KEN00,440451.938,480221.22,39769.282,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00009,4000,2025/07/31,USD,OVT,30NET,9458780112386797374
14441882735678938096,MP02,KEN00,1056174.464,1105131.52,48957.056,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2024-00012,5000,2025/07/31,USD,OVT,30NET,9646633319842924172
10403992757354434323,MF01,KEN00,771835,800786.88,28951.88,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00011,4000,2025/07/31,USD,OVT,30NET,14505628705858712600
12355817112048818020,UTK01,KEN00,0,13278.11,13278.11,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/07/31,KES,OVT,90EOM,7762725140274285350
1403487277802518993,XFL01,KEN00,0,418.58,418.58,418.58,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00005,2000,2025/07/31,USD,OVT,30NET,832521082097729922
4752186428759546480,XFBV,KEN00,349989.08,356252.2,6263.12,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00004,1000,2025/07/31,USD,OVT,30NET,2389964496373503962
2788776145112790858,NBL02,NIG00,12048818.18,12356418.56,307600.38,0,2537.16,Generator (EMetered),metered,KWH,CONNIG00-2023-00003,1000,2025/07/31,NGN,OVT,60NET,4199679004836769487
5900747723930301007,GBL01,GHA00,0,62064,62064,0,0,Grid (EAvailable),N/A,KWH,CONGHA00-2021-00004,1000,2025/07/31,GHS,OVT,60NET,15878909455312904518
11715404386378320313,GC001,CBCH0,5592433,5646957,54524,0,0,Metered Energy (EMetered) - Substation 3,metered,KWH,CONCBCH0-2021-00001,2000,2025/07/31,USD,OVT,30EOM,9426285416093580559
4736932462258833879,LOI01,KEN00,287774.6,291068.7,3294.1,0,0,Loisaba HQ (EMetered),metered,KWH,CONKEN00-2021-00002,1000,2025/07/31,USD,OVT,30EOM,2069257994463054735
11354949724793691364,JAB01,NIG00,0,70.82,70.82,0,0,Grid (EAvailable),available,KWH,CONNIG00-2021-00001,3000,2025/07/31,NGN,OVT,30EOM,4801201556168808578
5769443794383733634,KAS01,GHA00,2973403,3001999,28596,0,0,Metered Energy (EMetered) - Phase 1,metered,KWH,CONGHA00-2021-00002,1000,2025/07/31,GHS,OVT,30EOM,6183974810309858390
3442719760336187875,QMM01,MAD00,23417088.35,24247498.18,830409.83,0,0,Metered Energy (EMetered) Expanded PV,metered,KWH,CONMAD00-2023-00001,5000,2025/07/31,USD,EVT,75EOM,18360503658197503916
8687799344299788634,QMM01,MAD00,0,258279.16,258279.16,0,0,Available Energy (EAvailable) Expanded PV,available,KWH,CONMAD00-2023-00001,6000,2025/07/31,USD,EVT,75EOM,10690896002611728053
14650854472443935862,XFAB,KEN00,818654.52,836564.38,17909.86,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00003,1000,2025/07/31,USD,OVT,30EOM,1524958111127857530
12527612336097226690,GC001,CBCH0,4867410,4899653,32243,0,0,Metered Energy (EMetered) - Substation 1,metered,KWH,CONCBCH0-2021-00001,1000,2025/07/31,USD,OVT,30EOM,15814959350884852359
18432515646070783149,NBL02,NIG00,0,0,0,0,0,Generator (EAvailable),available,KWH,CONNIG00-2023-00003,2000,2025/07/31,NGN,OVT,60NET,16726735991786445971
5032476605991954802,NC02,KEN00,707095.5,723827.13,16731.63,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00010,2000,2025/07/31,USD,OVT,30NET,7911848012608655937
13119092347990732245,MF01,KEN00,241214.359,250335.23,9120.871,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00011,5000,2025/07/31,USD,OVT,30NET,2857029573473698230
1172365371531213060,CAL01,ZIM00,0,16483.8,16483.8,0,0,Green Available Energy (EAvailable),N/A,KWH,CONZIM00-2025-00002,5000,2025/07/31,USD,OVT,30NET,15775571520066285665
11117920460830360221,MIR01,SLL02,598780.16,616473.25,17693.09,0,0,Metered Energy (EMetered),metered,KWH,CONSLL02-2023-00002,1000,2025/07/31,USD,OVT,30NET,11076971414254082480
6720527030343607136,JAB01,NIG00,0,2998.91,2998.91,0,0,Generator (EMetered),metered,KWH,CONNIG00-2021-00001,2000,2025/07/31,NGN,OVT,30EOM,14453561058337125743
8134417275565331712,JAB01,NIG00,0,5.31,5.31,0,0,Generator (EAvailable),available,KWH,CONNIG00-2021-00001,4000,2025/07/31,NGN,OVT,30EOM,4207416215798479557
16378396055386820736,XFBV,KEN00,0,162.09,162.09,162.09,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00004,2000,2025/07/31,USD,OVT,30NET,14106280337094806104
15089578000395156333,NBL01,NIG00,1636822.14,1802872.45,166050.31,0,3576.26,Generator (EMetered) Phase 2,metered,KWH,CONNIG00-2021-00002,10000,2025/07/31,NGN,OVT,60NET,6747506823328654925
12299072224227858147,IVL01,EGY00,1500290.688,1513901.18,13610.492,0,0,Metered Energy (EMetered),N/A,KWH,CONEGY00-2023-00001,1000,2025/07/31,USD,EVT,30NET,6338108848127562040
13203273186911727046,TBM01,KEN00,3730964.736,3851956.22,120991.484,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00007,1000,2025/07/31,KES,OVT,30NET,17896284732423052980
5883327952258301441,MP02,KEN00,990945.984,1031554.88,40608.896,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/07/31,USD,OVT,30NET,11175964520850387192
14926712166787152005,XFL01,KEN00,927499.2,944816.21,17317.01,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00005,1000,2025/07/31,USD,OVT,30NET,7275858852531069270
8911510367199627473,ERG,MAD02,0,261416,261416,0,0,Metered Energy (EMetered),metered,KWH,CONMAD02-2023-00001,2000,2025/07/31,USD,OVTMD,30NET,4220565821692547845
13875239815419639037,UTK01,KEN00,5609016.56,5676385.76,67369.2,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00001,1000,2025/07/31,KES,OVT,90EOM,3090623423213026667
9597668310109775337,MP01,KEN00,673677.312,709479.68,35802.368,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00014,3000,2025/07/31,USD,OVT,30NET,3057432155960052459
10672131625790959092,UGL01,GHA00,0,69957,69957,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/07/31,GHS,OVT,90NET,10401095663073926384
9671247581909135971,KAS01,GHA00,583851.4,649418.3,65566.9,0,0,Metered Energy (EMetered) - Phase 2,metered,KWH,CONGHA00-2021-00002,4000,2025/07/31,GHS,OVT,30EOM,12212917838699498756
11402539909972774300,JAB01,NIG00,0,40027.09,40027.09,0,0,Grid (EMetered),metered,KWH,CONNIG00-2021-00001,1000,2025/07/31,NGN,OVT,30EOM,7113515554809972086
14998720201515219536,QMM01,MAD00,474486.432,765317.696,290831.264,0,0,Early Operating or Test Energy,metered,KWH,CONMAD00-2023-00001,4000,2025/07/31,USD,EVT,75EOM,9408779315254157693
8020137830011119809,NBL01,NIG00,0,0,0,0,0,Generator (EAvailable) Phase 1,available,KWH,CONNIG00-2021-00002,7000,2025/07/31,NGN,OVT,60NET,16984048667943844105
9399448073924979628,KAS01,GHA00,0,9275.0935,9275.0935,0,0,Available Energy (EAvailable) Combined,available,KWH,CONGHA00-2021-00002,2000,2025/07/31,GHS,OVT,30EOM,13961123603684840005
7883143474821490152,NBL01,NIG00,257916.77,280462.25,22545.48,0,0,Generator (EMetered) Phase 1,metered,KWH,CONNIG00-2021-00002,6000,2025/07/31,NGN,OVT,60NET,9916550313842372826
2473569453163514097,LOI01,KEN00,435728.062,440738.41,5010.348,0,0,Loisaba Camp (EMetered),metered,KWH,CONKEN00-2021-00002,2000,2025/07/31,USD,OVT,30EOM,11449263803432932680
5633593432477277532,XFAB,KEN00,0,858.56,858.56,858.56,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00003,2000,2025/07/31,USD,OVT,30EOM,5816493969968117071
9902914472831010092,GBL01,GHA00,5054633,5071500.5,16867.5,0,0,Grid (EMetered),metered,KWH,CONGHA00-2021-00004,2000,2025/07/31,GHS,OVT,60NET,972168954902511209
9661791501233541557,XFSS,KEN00,0,25.28,25.28,25.28,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00006,2000,2025/07/31,USD,OVT,30EOM,15162335653751715805
7703866946940080126,TBM01,KEN00,0,7866.92,7866.92,0,0,Available Energy (EAvailable),available,KWH,CONKEN00-2023-00007,2000,2025/07/31,KES,OVT,30NET,2964225664267180928
18026404517320484292,NC03,KEN00,2082989.824,2407941.888,324952.064,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00013,3000,2025/07/31,USD,OVT,30NET,17291507067643283465
12839793776609266399,CAL01,ZIM00,16073285.63,17988671.49,1915385.856,0,0,Green Metered Energy (EMetered) 15 - 30 Apr,N/A,KWH,CONZIM00-2025-00002,4000,2025/07/31,USD,OVT,30NET,3837055826202815815
5626669644217977099,UGL01,GHA00,0,17604.24,17604.24,0,0,Available Energy (EAvailable),N/A,KWH,CONGHA00-2021-00001,2000,2025/07/31,GHS,OVT,90NET,17724832954463291675
2904784893618092860,XFSS,KEN00,624816.34,636889.73,12073.39,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00006,1000,2025/07/31,USD,OVT,30EOM,9319749582577287286
2783283253155320797,MB01,KEN00,347678.344,373522.59,25844.246,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00009,5000,2025/07/31,USD,OVT,30NET,7109986209338688057
14158971273145521083,UGL01,GHA00,0,87561,87561,0,0,Metered Energy (EMetered),N/A,,CONGHA00-2021-00001,4000,2025/08/31,GHS,OVT,90NET,9379317157995722302
18374924299640310570,KAS01,GHA00,0,5542,5542,0,0,Available Energy (EAvailable) Combined,available,KWH,CONGHA00-2021-00002,2000,2025/08/31,GHS,OVT,30EOM,13961123603684840005
2589989198986415914,NBL01,NIG00,1802872.45,1951865.86,148993.41,0,5478.88,Generator (EMetered) Phase 2,metered,KWH,CONNIG00-2021-00002,10000,2025/08/31,NGN,OVT,60NET,6747506823328654925
10220472001419049034,CAL01,ZIM00,17988671.49,20537284.61,2548613.12,0,0,Green Metered Energy (EMetered) 15 - 30 Apr,N/A,KWH,CONZIM00-2025-00002,4000,2025/08/31,USD,OVT,30NET,3837055826202815815
11180926934164986341,TBM01,KEN00,3851956.22,3969000,117043.78,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00007,1000,2025/08/31,KES,OVT,30NET,17896284732423052980
8967725211112017182,KAS01,GHA00,649418.3,710891.9,61473.6,0,0,Metered Energy (EMetered) - Phase 2,metered,KWH,CONGHA00-2021-00002,4000,2025/08/31,GHS,OVT,30EOM,12212917838699498756
12606331277507886892,UTK01,KEN00,0,4747,4747,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/08/31,KES,OVT,90EOM,7762725140274285350
4009922972112033890,NBL01,NIG00,0,6282.5172,6282.5172,0,0,Generator (EAvailable) Phase 1,available,KWH,CONNIG00-2021-00002,7000,2025/08/31,NGN,OVT,60NET,16984048667943844105
5692031391785397389,NBL01,NIG00,280462.25,298474.44,18012.19,0,0,Generator (EMetered) Phase 1,metered,KWH,CONNIG00-2021-00002,6000,2025/08/31,NGN,OVT,60NET,9916550313842372826
6417898291478437608,XFAB,KEN00,836564.38,852886.35,16321.97,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00003,1000,2025/08/31,USD,OVT,30EOM,1524958111127857530
10849719891217317343,MB01,KEN00,373522.59,404509,30986.41,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00009,5000,2025/08/31,USD,OVT,30NET,7109986209338688057
12513456177387569151,MP02,KEN00,1031554.88,1076723,45168.12,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/08/31,USD,OVT,30NET,11175964520850387192
7814975376474767929,GBL01,GHA00,5071500.5,5135672.5,64172,0,0,Grid (EMetered),metered,KWH,CONGHA00-2021-00004,2000,2025/08/31,GHS,OVT,60NET,972168954902511209
8541662004254558753,MP02,KEN00,1105131.52,1160098,54966.48,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2024-00012,5000,2025/08/31,USD,OVT,30NET,9646633319842924172
6605953413470151265,GC001,CBCH0,5646957,5684689,37732,0,0,Metered Energy (EMetered) - Substation 3,metered,KWH,CONCBCH0-2021-00001,2000,2025/08/31,USD,OVT,30EOM,9426285416093580559
4039904002467534736,MP01,KEN00,709479.68,740344,30864.32,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00014,3000,2025/08/31,USD,OVT,30NET,3057432155960052459
13006378298444712136,XFL01,KEN00,944816.21,952825.71,8009.5,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00005,1000,2025/08/31,USD,OVT,30NET,7275858852531069270
1385153750246284373,NC03,KEN00,2407941.888,2693914,285972.112,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2024-00013,3000,2025/08/31,USD,OVT,30NET,17291507067643283465
13643864865169059848,IVL01,EGY00,1513901.18,1524278,10376.82,0,0,Metered Energy (EMetered),N/A,KWH,CONEGY00-2023-00001,1000,2025/08/31,USD,EVT,30NET,6338108848127562040
10225281881019722233,NBL02,NIG00,12356418.56,12635034.62,278616.06,0,2920.44,Generator (EMetered),metered,KWH,CONNIG00-2023-00003,1000,2025/08/31,NGN,OVT,60NET,4199679004836769487
11404769702452345061,NC02,KEN00,723827.13,739871,16043.87,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2023-00010,2000,2025/08/31,USD,OVT,30NET,7911848012608655937
14669396044784183738,ERG,MAD02,0,142580,142580,0,0,Metered Energy (EMetered),metered,KWH,CONMAD02-2023-00001,2000,2025/08/31,USD,OVTMD,30NET,4220565821692547845
9456164491862940329,XFSS,KEN00,0,27,27,27,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00006,2000,2025/08/31,USD,OVT,30EOM,15162335653751715805
12257399203434864352,CAL01,ZIM00,0,9689.87,9689.87,9689.87,0,Green Available Energy (EAvailable),N/A,KWH,CONZIM00-2025-00002,5000,2025/08/31,USD,OVT,30NET,15775571520066285665
6431676004404950029,XFL01,KEN00,0,285,285,285,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00005,2000,2025/08/31,USD,OVT,30NET,832521082097729922
215692166689733356,LOI01,KEN00,291068.7,294174.3,3105.6,0,0,Loisaba HQ (EMetered),metered,KWH,CONKEN00-2021-00002,1000,2025/08/31,USD,OVT,30EOM,2069257994463054735
12566469789370044308,XFBV,KEN00,0,150,150,150,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00004,2000,2025/08/31,USD,OVT,30NET,14106280337094806104
15403968834127421517,MB01,KEN00,480221.22,525839,45617.78,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00009,4000,2025/08/31,USD,OVT,30NET,9458780112386797374
8091411777433595857,QMM01,MAD00,765317.696,1480503.17,715185.474,0,0,Early Operating or Test Energy,metered,KWH,CONMAD00-2023-00001,4000,2025/08/31,USD,EVT,75EOM,9408779315254157693
4581080590835691425,MF01,KEN00,250335.23,259529,9193.77,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00011,5000,2025/08/31,USD,OVT,30NET,2857029573473698230
3678588414086117464,MIR01,SLL02,616473.25,634813.504,18340.254,0,0,Metered Energy (EMetered),metered,KWH,CONSLL02-2023-00002,1000,2025/08/31,USD,OVT,30NET,11076971414254082480
989977425219454879,XFAB,KEN00,0,1146,1146,873.4,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00003,2000,2025/08/31,USD,OVT,30EOM,5816493969968117071
16253145019170972644,NBL02,NIG00,0,0,0,0,0,Generator (EAvailable),available,KWH,CONNIG00-2023-00003,2000,2025/08/31,NGN,OVT,60NET,16726735991786445971
13410267517391525704,QMM01,MAD00,24247498.18,25497127.04,1249628.86,0,0,Metered Energy (EMetered) Expanded PV,metered,KWH,CONMAD00-2023-00001,5000,2025/08/31,USD,EVT,75EOM,18360503658197503916
9278655593701729996,JAB01,NIG00,0,38.03,38.03,0,0,Generator (EAvailable),available,KWH,CONNIG00-2021-00001,4000,2025/08/31,NGN,OVT,30EOM,4207416215798479557
14165498573357701464,LOI01,KEN00,440738.41,446401,5662.59,0,0,Loisaba Camp (EMetered),metered,KWH,CONKEN00-2021-00002,2000,2025/08/31,USD,OVT,30EOM,11449263803432932680
2935189957114927205,GC001,CBCH0,4899653,4930128,30475,0,0,Metered Energy (EMetered) - Substation 1,metered,KWH,CONCBCH0-2021-00001,1000,2025/08/31,USD,OVT,30EOM,15814959350884852359
801220292826981397,XFBV,KEN00,356252.2,361960.89,5708.69,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00004,1000,2025/08/31,USD,OVT,30NET,2389964496373503962
5389474604508585206,JAB01,NIG00,0,34923.26,34923.26,0,0,Grid (EMetered),metered,KWH,CONNIG00-2021-00001,1000,2025/08/31,NGN,OVT,30EOM,7113515554809972086
17131822788327600285,QMM01,MAD00,0,332892.41,332892.41,0,0,Available Energy (EAvailable) Expanded PV,available,KWH,CONMAD00-2023-00001,6000,2025/08/31,USD,EVT,75EOM,10690896002611728053
16648413666954184012,UGL01,GHA00,0,22509.93,22509.93,0,0,Available Energy (EAvailable),N/A,KWH,CONGHA00-2021-00001,2000,2025/08/31,GHS,OVT,90NET,17724832954463291675
7595160779719328221,XFSS,KEN00,636889.73,647586.67,10696.94,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00006,1000,2025/08/31,USD,OVT,30EOM,9319749582577287286
9980852452924721424,MF01,KEN00,800786.88,828388,27601.12,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2023-00011,4000,2025/08/31,USD,OVT,30NET,14505628705858712600
13532713785619281793,TBM01,KEN00,0,13200,13200,0,0,Available Energy (EAvailable),available,KWH,CONKEN00-2023-00007,2000,2025/08/31,KES,OVT,30NET,2964225664267180928
8409974406056940655,UGL01,GHA00,534400,593205,58805,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/08/31,GHS,OVT,90NET,10401095663073926384
6211999590639699347,KAS01,GHA00,3001999,3029129,27130,0,0,Metered Energy (EMetered) - Phase 1,metered,KWH,CONGHA00-2021-00002,1000,2025/08/31,GHS,OVT,30EOM,6183974810309858390
17472220924581470909,GBL01,GHA00,0,0,0,0,0,Grid (EAvailable),N/A,KWH,CONGHA00-2021-00004,1000,2025/08/31,GHS,OVT,60NET,15878909455312904518
12910257545241170842,UTK01,KEN00,5676385.76,5762891,86505.24,0,0,Metered Energy (EMetered),metered,KWH,CONKEN00-2021-00001,1000,2025/08/31,KES,OVT,90EOM,3090623423213026667
12344996321473013881,JAB01,NIG00,0,301.48,301.48,0,0,Grid (EAvailable),available,KWH,CONNIG00-2021-00001,3000,2025/08/31,NGN,OVT,30EOM,4801201556168808578
14226024926976160232,JAB01,NIG00,0,4404.74,4404.74,0,0,Generator (EMetered),metered,KWH,CONNIG00-2021-00001,2000,2025/08/31,NGN,OVT,30EOM,14453561058337125743
3847036148797327198,UTK01,KEN00,0,7478.55,7478.55,0,0,Available Energy (EAvailable),N/A,KWH,CONKEN00-2021-00001,2000,2025/09/30,KES,OVT,90EOM,7762725140274285350
8897199064412147747,LOI01,KEN00,446401,451371.56,4970.56,0,0,Loisaba Camp (EMetered),metered,KWH,CONKEN00-2021-00002,2000,2025/09/30,USD,OVT,30EOM,11449263803432932680
17059029079069699139,XFL01,KEN00,0,414.21,414.21,414.21,0,Available Energy (EAvailable),available,KWH,CONKEN00-2021-00005,2000,2025/09/30,USD,OVT,30NET,832521082097729922
10645258979367351195,UGL01,GHA00,593205,665352,72147,0,0,Metered Energy (EMetered),metered,KWH,CONGHA00-2021-00001,1000,2025/09/30,GHS,OVT,90NET,10401095663073926384
1107381142218388770,NBL02,NIG00,0,0,0,0,0,Generator (EAvailable),available,KWH,CONNIG00-2023-00003,2000,2025/09/30,NGN,OVT,60NET,16726735991786445971
7695552235591450826,MP02,KEN00,1076723,1134349.06,57626.06,0,0,Metered Energy (EMetered) - Site A,metered,KWH,CONKEN00-2024-00012,4000,2025/09/30,USD,OVT,30NET,11175964520850387192
8561159218348113914,NBL02,NIG00,12635034.62,12970809.34,335774.72,0,3157.26,Generator (EMetered),metered,KWH,CONNIG00-2023-00003,1000,2025/09/30,NGN,OVT,60NET,4199679004836769487
14536814017758692723,CAL01,ZIM00,0,9801.19,9801.19,0,0,Green Available Energy (EAvailable),N/A,KWH,CONZIM00-2025-00002,5000,2025/09/30,USD,OVT,30NET,15775571520066285665
5349332317168547455,MB01,KEN00,404509,443652.72,39143.72,0,0,Metered Energy (EMetered) - Site B,metered,KWH,CONKEN00-2023-00009,5000,2025/09/30,USD,OVT,30NET,7109986209338688057
